						14 	0	0	0	0	0	0	0	0
						15 	0	0	0	0	0	0	0	0
						16 	0	0	0	0	0	0	0	0
						17 	0	0	0	0	0	0	0	0;

param CostosEraI: MON CEM TEL CER PAP MAD LAD ORO :=
				1 	0 	0 	0 	0 	0 	0 	0 	0
				2 	0 	0 	0 	0 	0 	0 	0 	0
				3 	1 	0 	0 	0 	0 	0 	0 	0
				4 	1 	0 	0 	0 	0 	0 	0 	0
				5 	0 	0 	0 	0 	0 	0 	0 	0
				6 	1 	0 	0 	0 	0 	0 	0 	0
				7 	1 	0 	0 	0 	0 	0 	0 	0
				8 	0 	0 	0 	0 	0 	0 	0 	0
				9 	0 	0 	0 	0 	0 	0 	0 	0
				10 	0 	0 	0 	0 	0 	0 	0 	0
				11 	0 	0 	0 	0 	0 	0 	0 	0
				12 	0 	0 	0 	0 	0 	0 	0 	0
				13 	0 	1 	0 	0 	0 	0 	0 	0
				14 	0 	0 	0 	0 	0 	0 	0 	0
				15 	0 	0 	0 	0 	0 	0 	0 	0
				16 	0 	0 	1 	0 	0 	0 	0 	0
				17 	0 	0 	0 	1 	0 	0 	0 	0
				18 	0 	0 	0 	0 	1 	0 	0 	0
				19 	0 	0 	0 	0 	0 	0 	0 	0
				20 	0 	0 	0 	0 	0 	0 	0 	0
				21 	0 	0 	0 	0 	0 	0 	0 	0
				22 	0 	0 	0 	0 	0 	0 	0 	0
				23 	0 	0 	0 	0 	0 	0 	0 	0
				24 	0 	0 	0 	0 	0 	0 	0 	0;

param CostosEraII: MON CEM TEL CER PAP MAD LAD ORO :=
				1 	1 	0 	0 	0 	0 	0 	0 	0
				2 	1 	0 	0 	0 	0 	0 	0 	0
				3 	1 	0 	0 	0 	0 	0 	0 	0
				4 	1 	0 	0 	0 	0 	0 	0 	0
				5 	0 	0 	0 	0 	0 	0 	0 	0
				6 	0 	0 	0 	0 	0 	0 	0 	0
				7 	0 	0 	0 	0 	0 	0 	0 	0
				8 	0 	3 	0 	0 	0 	0 	0 	0
				9 	0 	0 	0 	1 	0 	1 	1 	0
				10 	0 	0 	0 	0 	0 	1 	0 	2
				11 	0 	0 	1 	0 	0 	0 	2 	0
				12 	0 	1 	0 	0 	0 	0 	0 	2
				13 	0 	1 	0 	0 	1 	1 	0 	0
				14 	0 	0 	0 	0 	1 	0 	2 	0
				15 	0 	2 	1 	0 	0 	0 	0 	0
				16 	0 	0 	0 	0 	0 	0 	0 	0
				17 	0 	0 	0 	0 	0 	0 	0 	0
				18 	0 	0 	0 	0 	0 	0 	0 	0
				19 	0 	0 	0 	0 	0 	0 	0 	0
				20 	0 	0 	0 	0 	0 	0 	0 	0
				21 	0 	0 	0 	0 	0 	0 	0 	0;

param CostosEraIII: MON CEM TEL CER PAP MAD LAD ORO :=
				1 	0 	1 	1 	1 	1 	1 	1 	1
				2 	0 	2 	0 	1 	0 	0 	0 	1
				3 	0 	1 	0 	0 	0 	2 	0 	1
				4 	0 	0 	1 	1 	1 	0 	2 	1
				5 	0 	0 	0 	0 	0 	1 	2 	0
				6 	0 	0 	0 	1 	1 	2 	0 	0
				7 	0 	0 	1 	1 	0 	0 	0 	2
				8 	0 	0 	1 	0 	1 	1 	0 	0
				9 	0 	3 	0 	1 	0 	0 	0 	0
				10 	0 	0 	0 	1 	1 	0 	2 	0
				11 	0 	0 	0 	1 	1 	2 	0 	0
				12 	0 	0 	0 	0 	0 	0 	0 	0
				13 	0 	0 	0 	0 	0 	0 	0 	0
				14 	0 	0 	0 	0 	0 	0 	0 	0
				15 	0 	0 	0 	0 	0 	0 	0 	0
				16 	0 	0 	0 	0 	0 	0 	0 	0
				17 	0 	0 	0 	0 	0 	0 	0 	0;

param CostosMaravilla: CEM MAD LAD ORO :=
					1	2	0	0	0
					2	0	3	0	0
					3	4	0	0	0;


end;
